ITEM_20150317_000001	no_helmet
ITEM_20150317_001258	Riena Leather Armor
ITEM_20150317_001259	Riena Plate Leggings
ITEM_20150317_001260	Riena Plate Armor
ITEM_20150317_001261	Vubbe Fighter Gauntlets
ITEM_20150317_001262	Shield Crasher
ITEM_20150317_001263	Vine Gloves
ITEM_20150317_001264	Vine Boots
ITEM_20150317_001265	Vine Pants
ITEM_20150317_001266	Vine Greaves
ITEM_20150317_001267	Saint Robe
ITEM_20150317_001268	Soul Chaser Gloves
ITEM_20150317_001269	Soul Chaser Boots
ITEM_20150317_001270	Soul Chaser Pants
ITEM_20150317_001271	Soul Chaser Armor
ITEM_20150317_001272	Bone Gauntlets
ITEM_20150317_001273	Bone Greaves
ITEM_20150317_001274	Bone Skirt
ITEM_20150317_001275	Bone Armor
ITEM_20150317_001276	Shade Hands
ITEM_20150317_001277	Shade Runner
ITEM_20150317_001278	Shade Skirt
ITEM_20150317_001279	Shade Dancer
ITEM_20150317_001280	Rokas Leather Armor
ITEM_20150317_001281	Rokas Mail
ITEM_20150317_001282	Rokas Robe
ITEM_20150317_001283	Wind Runner
ITEM_20150317_001284	Zakariel's Heart
ITEM_20150317_001285	Hydra Trousers
ITEM_20150317_001286	Banshee Veil
ITEM_20150317_001287	Top [Ghost]
ITEM_20150317_001288	no_neck
ITEM_20150317_001289	Right-click to equip this item.
ITEM_20150317_001290	HP Necklace
ITEM_20150317_001291	Necklace
ITEM_20150317_001292	SP Necklace
ITEM_20150317_001293	STA Necklace
ITEM_20150317_001294	Panto Necklace
ITEM_20150317_001295	Bone Necklace
ITEM_20150317_001296	Hogma Leather Necklace
ITEM_20150317_001297	Strange Charm
ITEM_20150317_001298	Defense Necklace
ITEM_20150317_001299	Novice Necklace
ITEM_20150317_001300	The fact that such equipment is so affordable is a blessing for the beginners.
ITEM_20150317_001301	Vubbe Talisman
ITEM_20150317_001302	It is why some attacks on Vubbes had no effects.
ITEM_20150317_001303	Chupacabra Necklace
ITEM_20150317_001304	
ITEM_20150317_001305	Wooden Necklace
ITEM_20150317_001306	It is a recommendation to do not take off while having the items.
ITEM_20150317_001307	Iron Necklace
ITEM_20150317_001308	Let me give but feel lighter, thinner does not actually true.
ITEM_20150317_001309	Steel Necklace
ITEM_20150317_001310	A small difference leads to life and death in battle. You won't regret wearing this neckalce.
ITEM_20150317_001311	Talisman
ITEM_20150317_001312	It is not very useful when you study unfortunately.
ITEM_20150317_001313	Klaipeda Chain
ITEM_20150317_001314	This necklace pull power from the wearer's soul.
ITEM_20150317_001315	Might Fedimian Chain
ITEM_20150317_001316	The reputation of handwork that are produced in Fedimian have a tradition for hundreds of years. You can feel the different unlike normal city of product.
ITEM_20150317_001317	Dex Fedimian Chain
ITEM_20150317_001318	Health Fedimian Chain
ITEM_20150317_001319	Intel Fedimian Chain
ITEM_20150317_001320	Mind Fedimian Chain
ITEM_20150317_001321	Jukopus Necklace
ITEM_20150317_001322	It will increase the magic power of the wearer.
ITEM_20150317_001323	Vubbe Necklace
ITEM_20150317_001324	Magic Pendant
ITEM_20150317_001325	Ivory Pendant
ITEM_20150317_001326	Rune Pendant
ITEM_20150317_001327	Silver Talisman
ITEM_20150317_001328	Necklace has been made of the cathedral's blessing.
ITEM_20150317_001329	Necklace of Sloth
ITEM_20150317_001330	Anger of Necklace
ITEM_20150317_001331	Necklace of lie
ITEM_20150317_001332	String Necklace
ITEM_20150317_001333	According to the legend, Lydia Schaffen stuied the secret to create this necklace and to polish the skills to wear this necklace when he had run initial poverty.
ITEM_20150317_001334	Panto Talisman
ITEM_20150317_001335	One wizard has gift how to make this necklace to the Panto when Panto and Human was not enemy.
ITEM_20150317_001336	Pielight Pendant
ITEM_20150317_001337	Once the Pyromancer master has been awarded to beginneres. However, this tradition has been lost after the goddess was disappeared.
ITEM_20150317_001338	Cryolight Pendant
ITEM_20150317_001339	Cryomancer master interrupted the award events of this pendant from inaguration of his previous plant disaster. Now, this necklace can be created and get by wearer.
ITEM_20150317_001340	Magic Talisman
ITEM_20150317_001341	The thing to fues the aricle with two types of magic is the simple things if you find a material once as a catalyst. Hoeever, it is not only possible for human alone.
ITEM_20150317_001342	Strength Pendant
ITEM_20150317_001343	The new magic to use the ability of monsters has been invented after the plant disaster.
ITEM_20150317_001344	Pailuma Chain
ITEM_20150317_001345	
ITEM_20150317_001346	Icema Chain
ITEM_20150317_001347	According to the rumor, Cryomancer master make the money when this product is good sale.
ITEM_20150317_001348	Poijma Chain
ITEM_20150317_001349	The wizard who were expelled from the tower of the wizard is primarily involved in manufacturing.
ITEM_20150317_001350	Lightna Chain
ITEM_20150317_001351	According to the legend, when Agilla Flurry fought to devil, He prepared this necklace several dozen and fought untill such time that all be destroyed.
ITEM_20150317_001352	Health Stone
ITEM_20150317_001353	It is a device of the method of manufacturing by condensing the ability magic to combine healthy all materials.
ITEM_20150317_001354	Warrior Pendant
ITEM_20150317_001355	There is a theory the origin is Barbarian, although the recipe of this product becomes long time that has been propagated to the kingdom. Currently, It guess the two regions method is different.
ITEM_20150317_001356	Cyclops Eye
ITEM_20150317_001357	The darkness which got to see you will protect you the opposite.
ITEM_20150317_001358	Bon Necklace
ITEM_20150317_001359	It is equipment that was put by converting it's activities force after failed to return the land with undead.
ITEM_20150317_001360	Carnubber Necklace
ITEM_20150317_001361	If you have the other's object then you might flame. However, You do not have to worry about it because it is impossible to know the book name and the source of this equipment.
ITEM_20150317_001362	Kepa Pendant
ITEM_20150317_001363	For Mine Necklace
ITEM_20150317_001364	The innocent solider's article has found new owner.
ITEM_20150317_001365	Conqueror
ITEM_20150317_001366	The origin is that one wise man is decided to serve Great king Zasharieru. The secret was prevalent at that time but now it's diffcult to have even the great king was not sealed the secret.
ITEM_20150317_001367	Petamion
ITEM_20150317_001368	Some people believed that this stuff which can improve all of capacity at a time is prove that the first founder is Demon rather than a hunman.
ITEM_20150317_001369	Electric Tooth
ITEM_20150317_001370	You can use the both attributes which is not harmony to maximize one of the attributes. You have to consider that the ability to become losing compared to enhanced efficacy.
ITEM_20150317_001371	Safiea Necklace
ITEM_20150317_001372	This did not keep the previous owner, but It was together until the end. Hope you have all successful.
ITEM_20150317_001373	Guardian
ITEM_20150317_001374	A item that contained the grace of the goddess Zemyna who don't like the dispute. It offeres a amazing protection force to wearer, but it shows the majoor drawback at the time of the attack.
ITEM_20150317_001375	Max Petamion
ITEM_20150317_001376	If you're looking for ways to improve all of the ability of people, the answer is already out. However, it is difficult to the answer to your stuff.
ITEM_20150317_001377	Annie Moose
ITEM_20150317_001378	There are rumor that the wearer of this necklace leaved a part of the soul to the other world. Although many people have studied but how necklace make such an effect is still unknown.
ITEM_20150317_001379	No_Ring
ITEM_20150317_001380	Grooved Bangle
ITEM_20150317_001381	Bracelet
ITEM_20150317_001382	The trace of groove which has been fitted is still clearly trapped.
ITEM_20150317_001383	Leather Bangle
ITEM_20150317_001384	Some of the monster's leather can make a magical effect by way to create even without carrying a special magic power. Please do not ignore a simple leather bracelet.
ITEM_20150317_001385	Light Bangle
ITEM_20150317_001386	There are some people that it will raise the muscle strength of the wearer. This is not true at all.
ITEM_20150317_001387	Heavy Bangle
ITEM_20150317_001388	The meaning that improvement of mental strength is improving the connection with surroudnings rather that his ability is enlarged, so you will be full filled with energy.
ITEM_20150317_001389	Ring Bracelet
ITEM_20150317_001390	Accuracy is eventually control force against his own body. Efficacty of Accuracy bangle will allow it.
ITEM_20150317_001391	Noble Bracelet
ITEM_20150317_001392	
ITEM_20150317_001393	Iron Bangle
ITEM_20150317_001394	
ITEM_20150317_001395	Health Heavy Bangle
ITEM_20150317_001396	The equipment that is not required a large magic have been shake off the reputation of a long time in a good performance.
ITEM_20150317_001397	Magi Heavy Bangle
ITEM_20150317_001398	Accuracy Heavy Bangle
ITEM_20150317_001399	Light Heavy Bangle
ITEM_20150317_001400	Light Iron Bangle
ITEM_20150317_001401	It will be presumed the Iron bangel got damaged.
ITEM_20150317_001402	Klaipeda Bracelet
ITEM_20150317_001403	Wooden Bangle
ITEM_20150317_001404	It was made with light wood types.
ITEM_20150317_001405	Vubbe Bangle
ITEM_20150317_001406	Forest Bangle
ITEM_20150317_001407	Rocas Bracelet
ITEM_20150317_001408	Rune Bracelet
ITEM_20150317_001409	Silver Bracelet
ITEM_20150317_001410	Crystal Bangle
ITEM_20150317_001411	The crystal come out from the crystal mine has been mainly used in the past. The production became difficult after some problem occured.
ITEM_20150317_001412	Shine Bracelet
ITEM_20150317_001413	
ITEM_20150317_001414	Battle Bracelet
ITEM_20150317_001415	It is sad thing, It has been more used between humans in the past.
ITEM_20150317_001416	Poison Bangle
ITEM_20150317_001417	It has manufactured by using many organisms poison from old times, It is better that the material is easier and more sought after plant disaster.
ITEM_20150317_001418	Plants Bracelet
ITEM_20150317_001419	
ITEM_20150317_001420	Control Bangle
ITEM_20150317_001421	
ITEM_20150317_001422	Hunter Bangle
ITEM_20150317_001423	This bracelet is goods that has been known for a long time among hunters. Many people will use it as the proliferation of monsters in recent years.
ITEM_20150317_001424	Buresa Ob Archer
ITEM_20150317_001425	There is a guess that the momentum to craving the blood in the material might affect the accuracy.
ITEM_20150317_001426	Wizard Bracelet
ITEM_20150317_001427	It is a old receipe which is not possible to know the origin. However, the number of times is detected is too low but the discovered locations are widely distributed.
ITEM_20150317_001428	Rapid Bangle
ITEM_20150317_001429	It has been released after the human warrior took this secret from vubbe who got it to came out Demon after plant disaster.
ITEM_20150317_001430	Glass Bracelet
ITEM_20150317_001431	There is a rumor that the value of the jewelry is trying to skyrocket in the kingdom around as many people want to put the device in the body.
ITEM_20150317_001432	Merregina Bangle
ITEM_20150317_001433	
ITEM_20150317_001434	Bearkaras Bracelet
ITEM_20150317_001435	You can know the whether the force of Bearkaras is out from.
ITEM_20150317_001436	Novice Bangle
ITEM_20150317_001437	It is a good choice if it is a first time to mount something on hands.
ITEM_20150317_001438	Gladiator Band
ITEM_20150317_001439	As a manufacturing method has been devised to Kadumel king era Gladiator game was most active in the history of the kingdom, in recent years when the threat of monsters increases, was how to make of is again attracting attention.
ITEM_20150317_001440	Bracelet Ob Linne
ITEM_20150317_001441	New species appeared after plant disaster, it was named along the name of the scholaras who have contributed to find the remedy.
ITEM_20150317_001442	Fora
ITEM_20150317_001443	If you look closely
ITEM_20150317_001444	
ITEM_20150317_001445	You can find the sentence.
ITEM_20150317_001446	Faure
ITEM_20150317_001447	Jakariel Bangle
ITEM_20150317_001448	
ITEM_20150317_001449	Sissel Bracelet
ITEM_20150317_001450	
ITEM_20150317_001451	Skill 1 Bracelet
ITEM_20150317_001452	You can use a special skill.
ITEM_20150317_001453	Skill 2 Bracelet
ITEM_20150317_001454	Skill 3 Bracelet
ITEM_20150317_001455	Skill 4 Bracelet
ITEM_20150317_001456	Highlander Costume
ITEM_20150317_001457	Costume
ITEM_20150317_001458	This costume was made for the royal official party to easily move the arms and lags with dignity.
ITEM_20150317_001459	Peltasta Costume
ITEM_20150317_001460	
ITEM_20150317_001461	Hoplite Costumes
ITEM_20150317_001462	
ITEM_20150317_001463	Centurion Costume
ITEM_20150317_001464	
ITEM_20150317_001465	Barbarian Costume
ITEM_20150317_001466	It is an answer of your favorite cloth, even it dose not follow new styles.
ITEM_20150317_001467	Cataphract Costume
ITEM_20150317_001468	
ITEM_20150317_001469	Corsair Costume
ITEM_20150317_001470	
ITEM_20150317_001471	Doppelsoldner Costume
ITEM_20150317_001472	
ITEM_20150317_001473	Rodelero Costume
ITEM_20150317_001474	
ITEM_20150317_001475	Squire Costume
ITEM_20150317_001476	
ITEM_20150317_001477	Shinobi Costume
ITEM_20150317_001478	Murmillo Costume
ITEM_20150317_001479	Pancer Costume
ITEM_20150317_001480	Lancer Costume
ITEM_20150317_001481	Dragoon Costume
ITEM_20150317_001482	Pyromancer Costume
ITEM_20150317_001483	
ITEM_20150317_001484	Cryomancer Costume
ITEM_20150317_001485	Even skilled with cold to manage but it made for the extreme cold. Refer to current master's characteristics, It is fully satisfied with pratical purpose.
ITEM_20150317_001486	Psycokino Costume
ITEM_20150317_001487	
ITEM_20150317_001488	Alchemist Costume
ITEM_20150317_001489	
ITEM_20150317_001490	Sorcerer Costume
ITEM_20150317_001491	
ITEM_20150317_001492	Linker Costume
ITEM_20150317_001493	
ITEM_20150317_001494	Cryomancer Costume
ITEM_20150317_001495	Cronomancer costume, according to their claims, is referred to as a form of clothes was the most favorite Agailla Flurry.
ITEM_20150317_001496	Necromancer Costume
ITEM_20150317_001497	
ITEM_20150317_001498	Thaumaturge Costume
ITEM_20150317_001499	
ITEM_20150317_001500	Elementalist Costume
ITEM_20150317_001501	
ITEM_20150317_001502	Mimic Costume
ITEM_20150317_001503	Taoist Costume
ITEM_20150317_001504	Hunter Costume
ITEM_20150317_001505	
ITEM_20150317_001506	Quarrel Shooter Costume
ITEM_20150317_001507	Once it seems to have been large-scale city of guards of costume. also does not change the costume after Quarrel Shooter is out of the mission.
ITEM_20150317_001508	Ranger Costume
ITEM_20150317_001509	Ranger costume actually has changed and evolved in Quarrel Shooter costume.
ITEM_20150317_001510	Sapper Costume
ITEM_20150317_001511	
ITEM_20150317_001512	Wugushi Costume
ITEM_20150317_001513	
ITEM_20150317_001514	Hackapell Costume
ITEM_20150317_001515	
ITEM_20150317_001516	Scout Costume
ITEM_20150317_001517	
